date;heure;dept;com;adresse;carr;segm;lieu_1_nomv;lieu_2_nomv;vehicule_1_cadmin;vehicule_1_lveh;vehicle_2_cadmin;vehicule_2_lveh;vehicule_3_cadmin;vehicule_3_lveh;usager_1_catu;usager_1_grav;usager_1_lveh;usager_2_catu;usager_2_grav;usager_2_lveh;usager_3_catu;usager_3_grav;usager_3_lveh;usager_4_catu;usager_4_grav;usager_4_lveh
2012-07-29;22:50;75;113;QUAI D IVRY;1_75113_10547;;QUAI D IVRY;RUE BRUNESEAU;VL;A;VL;B;;;Cond;Indem;A;Cond;Indem;B;Pass;BL;B;;;
2012-09-03;20:20;75;113;1, PLACE COLUCHE;1_75113_6057;;RUE DE TOLBIAC;RUE DE L AMIRAL MOUCHEZ;VL;Z;;;;;Piéto;BL;Z;;;;;;;;;
2012-12-19;17:45;75;113;RUE DE TOLBIAC;1_75113_6057;;RUE DE TOLBIAC;RUE DE L AMIRAL MOUCHEZ;Scoo<=50;A;;;;;Cond;BL;A;;;;;;;;;
2013-11-04;16:35;75;113;PLACE COLUCHE;1_75113_6057;;RUE DE TOLBIAC;RUE DE L AMIRAL MOUCHEZ;VL;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;
2013-09-20;16:45;75;113;59, RUE DE L AMIRAL MOUC;1_75113_6089;;RUE DE L AMIRAL MOUCHEZ;RUE CHARBONNEL;VL;A;Cyclo;B;;;Cond;Indem;A;Cond;BL;B;;;;;;
2012-09-30;10:00;75;113;1, AVENUE PIERRE DE COUB;1_75113_6325;;AVENUE PIERRE DE COUBERTIN;ECH GENTILLY-DD/13;VL;A;VL;B;;;Cond;Indem;A;Pass;BL;A;Cond;Indem;B;;;
2013-04-10;07:25;75;113;61, RUE DE LA GLACIERE;1_75113_6356;;RUE DE LA GLACIERE;RUE DU CHAMP DE L ALOUETTE;VL;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;
2013-09-16;08:03;75;113;34, RUE DE LA GLACIERE;1_75113_6404;;RUE DE LA GLACIERE;RUE LEON MAURICE NORDMANN;Cyclo;A;;;;;Cond;BL;A;;;;;;;;;
2012-11-30;07:50;75;113;51, BOULEVARD ARAGO;1_75113_6426;;BOULEVARD ARAGO;RUE DE LA GLACIERE;VU;A;;;;;Piéto;BL;A;Cond;Indem;A;;;;;;
2013-05-15;09:35;75;113;46, BOULEVARD ARAGO;1_75113_6426;;BOULEVARD ARAGO;RUE DE LA GLACIERE;Scoo50-125;A;VU;B;;;Cond;BL;A;Cond;Indem;B;;;;;;
2013-04-10;22:30;75;113;48, BOULEVARD ARAGO;1_75113_6426;;BOULEVARD ARAGO;RUE DE LA GLACIERE;VU;A;;;;;Piéto;BL;A;Cond;Indem;A;;;;;;
2013-12-19;15:00;75;113;53, BOULEVARD ARAGO;1_75113_6426;;BOULEVARD ARAGO;RUE DE LA GLACIERE;VL;A;Scoo>125;B;;;Cond;Indem;A;Cond;BL;B;;;;;;
2012-07-05;09:40;75;113;101, BOULEVARD AUGUSTE B;1_75113_6537;;BOULEVARD AUGUSTE BLANQUI;RUE VERGNIAUD;VL;A;;;;;Cond;Indem;A;Piéto;BH;A;;;;;;
2012-01-11;03:50;75;113;BOULEVARD AUGUSTE BLANQU;1_75113_6554;;BOULEVARD AUGUSTE BLANQUI;RUE VULPIAN;Moto>125;A;Cyclo;B;;;Cond;Tué;A;Cond;BL;B;Pass;BL;B;;;
2012-01-26;21:35;75;113;PORTE DE GENTILLY;1_75113_6720;;BD PERIPHERIQUE EXTERIEUR;ECH GENTILLY-DE/13;VL;A;VL;B;;;Cond;BL;A;Cond;Indem;B;;;;;;
2012-05-28;14:20;75;113;PORTE DE GENTILLY;1_75113_6720;;BD PERIPHERIQUE EXTERIEUR;ECH GENTILLY-DE/13;VL;A;VL;B;;;Cond;Indem;A;Cond;BL;B;Pass;BL;B;Pass;BL;B
2013-10-09;23:10;75;113;39, RUE DE L ESPERANCE;1_75113_6768;;RUE DE L ESPERANCE;RUE DE LA PROVIDENCE;Bicy;A;;;;;Cond;BH;A;;;;;;;;;
2012-01-14;00:25;75;113;56, BOULEVARD AUGUSTE BL;1_75113_6996;;BOULEVARD AUGUSTE BLANQUI;RUE CORVISART;Scoo>125;A;;;;;Cond;BL;A;;;;;;;;;
2012-06-17;02:20;75;113;56, BOULEVARD AUGUSTE BL;1_75113_6996;;BOULEVARD AUGUSTE BLANQUI;RUE CORVISART;Scoo50-125;A;;;;;Cond;BL;A;;;;;;;;;
2013-10-20;23:20;75;113;56, BOULEVARD AUGUSTE BL;1_75113_6996;;BOULEVARD AUGUSTE BLANQUI;RUE CORVISART;Scoo<=50;A;;;;;Cond;BL;A;;;;;;;;;
2012-12-08;20:10;75;113;70, RUE BOBILLOT;1_75113_7104;;RUE BOBILLOT;RUE DE TOLBIAC;Bus;A;Moto>125;B;;;Cond;Indem;A;Cond;BH;B;;;;;;
2012-04-10;16:00;75;113;79, RUE BOBILLOT;1_75113_7104;;RUE BOBILLOT;RUE DE TOLBIAC;VL;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;
2012-10-15;09:00;75;113;191, RUE DE TOLBIAC;1_75113_7104;;RUE DE TOLBIAC;RUE BOBILLOT;Bicy;A;;;;;Piéto;BL;A;Cond;Indem;A;;;;;;
2013-10-31;14:55;75;113;34, AVENUE DES GOBELINS;1_75113_7355;;AVENUE DES GOBELINS;RUE DES GOBELINS;VL;A;Moto>125;B;;;Cond;Indem;A;Cond;BL;B;;;;;;
2013-07-02;19:40;75;113;RUE DE LA POTERNE DES PE;1_75113_7396;;RUE DE LA POTERNE DES PEUPLIERS;RUE MAX JACOB;VL;A;VL;B;;;Cond;Indem;A;Cond;Indem;B;Pass;BL;A;;;
2013-08-25;21:50;75;113;AVENUE DE LA SOEUR ROSAL;1_75113_7402;;AVENUE DE LA SOEUR ROSALIE;RUE ABEL HOVELACQUE;VL;A;Cyclo;B;;;Cond;Indem;A;Cond;BL;B;;;;;;
2013-05-01;15:57;75;113;37-39, RUE DES PEUPLIERS;1_75113_7413;;RUE DES PEUPLIERS;RUE DU DOCTEUR LANDOUZY;VL;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;
2012-12-16;19:30;75;113;45, AVENUE DES GOBELINS;1_75113_7428;;AVENUE DES GOBELINS;RUE LE BRUN;Scoo<=50;A;VL;B;;;Cond;Indem;B;Cond;BL;A;;;;;;
2013-05-05;13:40;75;113;RUE JACQUES DESTREE;1_75113_7446;;RUE JACQUES DESTREE;RUE DE LA POTERNE DES PEUPLIERS;VL;A;VL;B;;;Cond;Indem;A;Cond;BL;B;;;;;;
2013-10-26;17:25;75;113;160, RUE DE TOLBIAC;1_75113_7497;;RUE DE TOLBIAC;RUE DU MOULIN DES PRES;Cyclo;A;VL;B;;;Cond;BL;A;Cond;Indem;B;;;;;;
2012-06-16;22:20;75;113;01, RUE RUBENS;1_75113_7599;;RUE RUBENS;RUE DU BANQUIER;Scoo50-125;A;;;;;Cond;BL;A;;;;;;;;;
2012-07-30;11:30;75;113;RUE BOBILLOT;1_75113_7611;;RUE BOBILLOT;PLACE D ITALIE;Bicy;Z;;;;;Piéto;BL;Z;;;;;;;;;
2012-12-29;02:00;75;113;BOULEVARD KELLERMANN;1_75113_7616;;BOULEVARD KELLERMANN;RUE DU PROFESSEUR LOUIS RENAULT;VL;A;;;;;Cond;BL;A;;;;;;;;;
2013-03-03;10:10;75;113;3, PLACE D ITALIE;1_75113_7708;;PLACE D ITALIE;BOULEVARD DE L HOPITAL;Moto>125;A;VL;B;;;Cond;BL;A;Cond;Indem;B;;;;;;
2012-05-14;08:30;75;113;1, PLACE D ITALIE;1_75113_7716;;PLACE D ITALIE;AVENUE D ITALIE;Scoo<=50;A;VU;B;;;Cond;BL;A;Cond;Indem;B;;;;;;
2013-11-06;21:45;75;113;30, PLACE D ITALIE;1_75113_7716;;PLACE D ITALIE;AVENUE D ITALIE;VL;A;Scoo<=50;B;;;Cond;Indem;A;Cond;BL;B;;;;;;
2013-07-20;11:00;75;113;23, AVENUE D ITALIE;1_75113_7798;;AVENUE D ITALIE;RUE VANDREZANNE;VU;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;
2012-08-07;16:30;75;113;26, RUE RUBENS;1_75113_7816;;RUE RUBENS;BOULEVARD DE L HOPITAL;VL;Z;;;;;Piéto;BL;Z;;;;;;;;;
2012-01-09;16:45;75;113;182, BOULEVARD VINCENT A;1_75113_7821;;BOULEVARD VINCENT AURIOL;PLACE D ITALIE;VL;A;Moto>125;B;;;Cond;BL;B;Cond;Indem;A;;;;;;
2012-06-21;06:00;75;113;RUE JEANNE D ARC;1_75113_7835;;RUE JEANNE D ARC;BOULEVARD SAINT MARCEL;VL;A;;;;;Piéto;BL;A;Cond;Indem;A;;;;;;
2012-04-09;11:35;75;113;70, AVENUE D ITALIE;1_75113_7845;;AVENUE D ITALIE;RUE TOUSSAINT FERON;Scoo>125;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;
2012-05-25;00:20;75;113;80, AVENUE D ITALIE;1_75113_7853;;AVENUE D ITALIE;RUE DE TOLBIAC;VL;A;Scoo50-125;B;;;Cond;Indem;A;Cond;BL;B;;;;;;
2012-11-08;20:25;75;113;140, RUE DE TOLBIAC;1_75113_7853;;RUE DE TOLBIAC;AVENUE D ITALIE;VL;A;;;;;Piéto;BL;A;Cond;Indem;A;;;;;;
2012-02-11;17:30;75;113;61, AVENUE D ITALIE;1_75113_7853;;AVENUE D ITALIE;RUE DE TOLBIAC;Cyclo;A;;;;;Cond;BL;A;;;;;;;;;
2012-11-27;19:20;75;113;76, AVENUE D ITALIE;1_75113_7853;;AVENUE D ITALIE;RUE DE TOLBIAC;Moto>125;A;;;;;Cond;BL;A;;;;;;;;;
2012-05-27;11:35;75;113;QUAI D IVRY;;;BD PERIPHERIQUE INTERIEUR;;Moto>125;A;VL;B;;;Cond;BL;A;Pass;BL;A;Cond;Indem;B;;;
2012-04-12;09:15;75;113;BPI BERCY GARE;;;BD PERIPHERIQUE INTERIEUR;;Moto50-125;A;Moto>125;B;VL;C;Cond;BL;A;Cond;Indem;B;Cond;Indem;C;Cond;Indem;D
2013-07-11;19:40;75;114;80, RUE DE L AMIRAL MOUC;1_75113_6158;;RUE DE L AMIRAL MOUCHEZ;RUE DE RUNGIS;Moto>125;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;
2012-05-23;09:40;75;114;3, PLACE DE LA PORTE DE;1_75114_2843;;PLACE DE LA PORTE DE VANVES;PLACE DE LA PORTE DE VANVES;Scoo<=50;A;VL;B;;;Cond;BL;A;Cond;Indem;B;;;;;;
2012-04-18;00:10;75;114;BOULEVARD BRUNE;1_75114_2896;;BOULEVARD BRUNE;RUE VERCINGETORIX;VL;A;Scoo<=50;B;;;Cond;Indem;A;Cond;BL;B;;;;;;
2013-03-07;15:41;75;114;1, BOULEVARD BRUNE;1_75114_2896;;BOULEVARD BRUNE;RUE RAYMOND LOSSERAND;VL;A;VU;B;;;Cond;Indem;A;Cond;BL;B;;;;;;
2013-07-14;07:00;75;114;26, BOULEVARD BRUNE;1_75114_3063;;BOULEVARD BRUNE;IMPASSE VANDAL;VL;Z;;;;;Piéto;BL;Z;;;;;;;;;
2012-06-08;09:25;75;114;225, RUE D ALESIA;1_75114_3343;;RUE D ALESIA;RUE VERCINGETORIX;VL;A;Moto>125;B;;;Cond;Indem;A;Cond;BL;B;;;;;;
2012-10-05;21:50;75;114;BPI CHATILLON VANVES;1_75114_3378;;BD PERIPHERIQUE INTERIEUR;ECH CHATILLON-AS/14;Moto>125;A;VU;B;VL;C;Cond;Indem;B;Cond;Indem;C;Cond;Indem;D;Cond;BL;A
2012-03-10;21:25;75;114;180, RUE D ALESIA;1_75114_3429;;RUE D ALESIA;RUE DE L OUEST;Scoo<=50;A;;;;;Piéto;BL;A;Cond;Indem;A;;;;;;
2013-05-24;15:15;75;114;207, RUE D ALESIA;1_75114_3517;;RUE D ALESIA;RUE RAYMOND LOSSERAND;VL;A;Scoo50-125;B;;;Cond;Indem;A;Cond;BL;B;;;;;;
2013-03-12;15:15;75;114;170, RUE D ALESIA;1_75114_3517;;RUE D ALESIA;RUE RAYMOND LOSSERAND;VL;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;
2012-09-11;05:00;75;114;1, ECHANGEUR CHATILLON;1_75114_3531;;AVENUE DE LA PORTE DE CHATILLON;ECH VANVES-AV/14;VL;A;PL>7,5;B;;;Cond;BL;A;Cond;Indem;B;;;;;;
2013-09-24;20:00;75;114;AVENUE DE LA PORTE DE CH;1_75114_3531;;AVENUE DE LA PORTE DE CHATILLON;ECH VANVES-AV/14;VL;A;Moto>125;B;;;Cond;BL;B;Cond;Indem;A;;;;;;
2013-07-16;14:45;75;114;AVENUE DE LA PORTE DE CH;1_75114_3574;;AVENUE DE LA PORTE DE CHATILLON;ECH VANVES-AS/14;Moto>125;A;Scoo<=50;B;;;Cond;BL;B;Cond;Indem;A;;;;;;
2013-07-12;23:00;75;114;7, RUE DESPREZ;1_75114_3609;;RUE DESPREZ;RUE DU CANGE;Moto>125;A;;;;;Cond;BH;A;;;;;;;;;
2013-05-06;16:50;75;114;0, PLACE DE CATALOGNE;1_75114_3833;;PLACE DE CATALOGNE;RUE DU CHATEAU;Moto50-125;A;;;;;Cond;BL;A;;;;;;;;;
2013-05-18;22:12;75;114;8, PLACE DE LA PORTE DE;1_75114_3850;;PLACE DE LA PORTE DE CHATILLON;AVENUE DE LA PORTE DE CHATILLON;VL;A;;;;;Cond;BL;A;;;;;;;;;
2013-08-22;17:25;75;114;0, RUE D ALESIA;1_75114_3901;;RUE D ALESIA;RUE DIDOT;Scoo50-125;A;Scoo50-125;B;;;Cond;BL;A;Cond;BL;B;;;;;;
2012-10-09;10:40;75;114;143, BOULEVARD BRUNE;1_75114_3905;;BOULEVARD BRUNE;AVENUE DE LA PORTE DE CHATILLON;VL;A;Moto>125;B;;;Cond;Indem;A;Cond;BL;B;;;;;;
2013-09-05;19:30;75;114;139, BOULEVARD BRUNE;1_75114_3905;;BOULEVARD BRUNE;AVENUE JEAN MOULIN;VL;A;;;;;Cond;Indem;A;Troll;BL;A;;;;;;
2012-05-16;22:40;75;114;56, RUE DU MOULIN VERT;1_75114_4043;;RUE DU MOULIN VERT;RUE HIPPOLYTE MAINDRON;VL;A;Scoo<=50;B;;;Cond;Indem;A;Cond;BL;B;;;;;;
2013-11-01;07:55;75;114;54, AVENUE DU MAINE;1_75114_4104;;AVENUE DU MAINE;RUE DU COMMANDANT RENE MOUCHOTTE;VL;A;Scoo<=50;B;;;Cond;Indem;A;Cond;BL;B;;;;;;
2013-05-13;10:20;75;114;16, RUE RAYMOND LOSSERAN;1_75114_4118;;RUE RAYMOND LOSSERAND;RUE EDOUARD JACQUES;VU;A;Bus;B;;;Cond;BL;A;Cond;Indem;B;Pass;BL;B;;;
2012-08-29;14:45;75;114;BPE CHATILLON ORLEANS;1_75114_4124;;BD PERIPHERIQUE EXTERIEUR;ECH ORLEANS-AX/14;VL;A;VL;B;;;Cond;Indem;B;Cond;BL;A;;;;;;
2012-03-15;18:10;75;114;25, RUE DU DEPART;1_75114_4169;;RUE DU DEPART;BOULEVARD EDGAR QUINET;VL;A;Moto50-125;B;Scoo50-125;C;Cond;Indem;A;Cond;Indem;C;Cond;BL;B;;;
2012-03-27;09:45;75;114;33, AVENUE ERNEST REYER;1_75114_4174;;AVENUE ERNEST REYER;AVENUE DE LA PORTE DE MONTROUGE;VL;A;Moto>125;B;;;Cond;Indem;A;Cond;BL;B;;;;;;
2012-05-03;22:00;75;114;1, RUE DE L OUEST;1_75114_4192;;RUE JEAN ZAY;RUE DE L OUEST;Moto>125;A;VL;B;;;Cond;BL;A;Cond;Indem;B;;;;;;
2013-09-27;10:00;75;114;95, AVENUE DU MAINE;1_75114_4220;;AVENUE DU MAINE;RUE AUGUSTE MIE;VL;A;Scoo50-125;B;;;Cond;Indem;A;Cond;BL;B;;;;;;
2012-01-20;13:58;75;114;116, AVENUE DU MAINE;1_75114_4248;;AVENUE DU MAINE;RUE DAGUERRE;Scoo50-125;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;
2012-05-30;15:50;75;114;23, BOULEVARD EDGAR QUIN;1_75114_4250;;BOULEVARD EDGAR QUINET;RUE POINSOT;Scoo>125;A;;;;;Cond;BL;A;;;;;;;;;
2012-10-22;11:45;75;114;17, BOULEVARD EDGAR QUIN;1_75114_4250;;BOULEVARD EDGAR QUINET;RUE POINSOT;VU;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;
2012-08-24;17:50;75;114;124, AVENUE DU MAINE;1_75114_4274;;AVENUE DU MAINE;RUE MAISON DIEU;Bicy;A;;;;;Cond;BL;A;;;;;;;;;
2012-03-10;16:40;75;114;124, AVENUE DU MAINE;1_75114_4274;;AVENUE DU MAINE;RUE MAISON DIEU;Cyclo;A;;;;;Cond;BL;A;;;;;;;;;
2012-07-24;15:00;75;114;RUE DE LA LEGION ETRANGE;1_75114_4288;;RUE DE LA LEGION ETRANGERE;BOULEVARD ROMAIN ROLLAND;Scoo50-125;A;VL;B;;;Cond;Indem;B;Cond;BL;A;;;;;;
2013-03-17;00:15;75;114;RUE DE LA LEGION ETRANGE;1_75114_4310;;RUE DE LA LEGION ETRANGERE;ECH CHATILLON-AW/14;VL;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;
2013-04-19;15:20;75;114;141, AVENUE DU MAINE;1_75114_4321;;AVENUE DU MAINE;PASSAGE TENAILLE;Scoo<=50;A;VL;Z;;;Cond;BL;A;;;;;;;;;
2012-04-17;13:45;75;114;70, BOULEVARD DU MONTPAR;1_75114_4357;;BOULEVARD DU MONTPARNASSE;RUE DU DEPART;VL;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;
2012-04-23;20:30;75;114;56, BOULEVARD EDGAR QUIN;1_75114_4375;;BOULEVARD EDGAR QUINET;RUE DU MONTPARNASSE;Scoo50-125;A;;;;;Cond;BL;A;;;;;;;;;
2012-06-26;12:00;75;114;BOULEVARD EDGAR QUINET;1_75114_4390;;BOULEVARD EDGAR QUINET;RUE D ODESSA;VL;A;;;;;Piéto;BH;A;Cond;Indem;A;;;;;;
2012-08-15;14:35;75;114;178, AVENUE DU MAINE;1_75114_4407;;AVENUE DU MAINE;RUE DES PLANTES;VL;A;VL;B;;;Cond;Indem;A;Cond;BL;B;;;;;;
2013-04-15;18:05;75;114;178, AVENUE DU MAINE;1_75114_4407;;AVENUE DU MAINE;RUE DES PLANTES;Bicy;A;Bicy;B;;;Cond;BL;A;Cond;Indem;B;;;;;;
2012-10-18;21:55;75;114;186, AVENUE DU MAINE;1_75114_4424;;AVENUE DU MAINE;RUE BREZIN;VL;A;VL;B;;;Cond;Indem;A;Pass;BL;A;Cond;Indem;B;;;
2012-12-16;01:35;75;114;RUE DE LA LEGION ETRANGE;1_75114_4436;;RUE DE LA LEGION ETRANGERE;AVENUE ERNEST REYER;VL;A;Moto50-125;B;;;Cond;Indem;A;Cond;BL;B;;;;;;
2013-05-02;17:00;75;114;PORTE D ORLEANS;1_75114_4443;;ECH CHATILLON-AY/14;AVENUE DE LA PORTE D ORLEANS;VL;A;VL;B;VL;C;Cond;Indem;A;Cond;BL;B;Cond;Indem;C;Piéto;BL;C
2012-03-28;20:00;75;114;129, AVENUE DU GENERAL L;1_75114_4456;;AVENUE DU GENERAL LECLERC;BOULEVARD BRUNE;Scoo50-125;A;Bicy;B;;;Cond;Indem;A;Cond;BL;B;;;;;;
2012-03-04;13:15;75;114;BOULEVARD BRUNE;1_75114_4456;;BOULEVARD BRUNE;AVENUE DU GENERAL LECLERC;VL;A;Scoo50-125;B;;;Cond;Indem;A;Cond;BL;B;;;;;;
2012-05-16;13:00;75;114;1, PLACE DU VINGT CINQ A;1_75114_4462;;PLACE DU VINGT CINQ AOUT 1944;BOULEVARD JOURDAN;VL;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;
2013-06-21;11:53;75;114;BOULEVARD ROMAIN ROLLAND;1_75114_4463;;BOULEVARD ROMAIN ROLLAND;AVENUE DE LA PORTE D ORLEANS;VL;A;Moto>125;B;;;Cond;BL;B;Cond;Indem;A;;;;;;
2013-09-29;00:13;75;114;1, AVENUE DE LA PORTE D;1_75114_4463;;AVENUE DE LA PORTE D ORLEANS;BOULEVARD ROMAIN ROLLAND;VL;A;Scoo>125;B;;;Cond;Indem;A;Cond;BL;B;Pass;BL;B;;;
2013-11-01;10:50;75;114;RUE GASSENDI;1_75114_4480;;RUE GASSENDI;PASSAGE TENAILLE;Moto>125;A;VL;B;;;Cond;Indem;B;Cond;BL;A;;;;;;
2013-09-02;06:55;75;114;119, AVENUE DU GENERAL L;1_75114_4483;;AVENUE DU GENERAL LECLERC;RUE DE COULMIERS;VL;A;;;;;Cond;BL;A;;;;;;;;;
2013-05-06;13:00;75;114;121, AVENUE DU GENERAL L;1_75114_4483;;AVENUE DU GENERAL LECLERC;VILLA VIRGINIE;PL>7,5;Z;;;;;Piéto;BL;Z;;;;;;;;;
2013-07-22;14:05;75;114;191, AVENUE DU MAINE;1_75114_4492;;AVENUE DU MAINE;RUE THIBAUD;Scoo<=50;A;Cyclo;B;;;Cond;BL;A;Cond;BL;B;;;;;;
2012-11-27;17:55;75;114;203, AVENUE DU MAINE;1_75114_4531;;AVENUE DU MAINE;RUE DU MOULIN VERT;Scoo<=50;A;;;;;Cond;BL;A;;;;;;;;;
2013-03-25;14:05;75;114;84, BOULEVARD DU MONTPAR;1_75114_4533;;BOULEVARD DU MONTPARNASSE;RUE DU MONTPARNASSE;VU;A;Bus;B;;;Cond;Indem;A;Pass;BL;B;Pass;BL;B;Cond;Indem;B
2013-06-30;18:25;75;114;115, BOULEVARD JOURDAN;1_75114_4554;;BOULEVARD JOURDAN;RUE DU PERE CORENTIN;VL;A;Scoo<=50;B;;;Cond;Indem;A;Cond;BL;B;;;;;;
2012-04-15;10:15;75;114;91, RUE D ALESIA;1_75114_4564;;RUE D ALESIA;PLACE VICTOR ET HELENE BASCH;VL;A;Scoo50-125;B;;;Cond;Indem;A;Cond;Indem;B;Pass;BL;B;;;
2012-02-03;10:15;75;114;16, AVENUE PAUL APPELL;1_75114_4569;;AVENUE PAUL APPELL;RUE HENRI BARBOUX;VL;A;Scoo50-125;B;;;Cond;Indem;A;Cond;BL;B;;;;;;
2012-11-10;13:00;75;114;0, PLACE VICTOR ET HELEN;1_75114_4586;;PLACE VICTOR ET HELENE BASCH;AVENUE DU MAINE;Moto>125;A;VU;B;;;Cond;BL;A;Cond;Indem;B;;;;;;
2012-12-22;00:25;75;114;77, AVENUE DU GENERAL LE;1_75114_4586;;AVENUE DU GENERAL LECLERC;AVENUE DU MAINE;VL;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;
2012-04-16;20:15;75;114;52, AVENUE DU GENERAL LE;1_75114_4758;;AVENUE DU GENERAL LECLERC;RUE DU COUEDIC;Scoo<=50;A;Scoo50-125;B;;;Cond;BL;A;Cond;Indem;B;;;;;;
2013-04-06;15:00;75;114;69, RUE D ALESIA;1_75114_4785;;RUE D ALESIA;RUE DU LUNAIN;Scoo<=50;A;VL;Z;;;Pass;BL;A;Cond;Indem;A;;;;;;
2013-04-10;19:30;75;114;40, RUE D ALESIA;1_75114_4785;;RUE D ALESIA;RUE DU LUNAIN;Scoo50-125;A;VL;Z;;;Cond;BL;A;;;;;;;;;
2012-06-05;17:30;75;114;33, AVENUE DU GENERAL LE;1_75114_4822;;AVENUE DU GENERAL LECLERC;RUE BREZIN;Moto>125;A;;;;;Cond;BL;A;;;;;;;;;
2012-06-26;13:50;75;114;13, RUE FROIDEVAUX;1_75114_4858;;RUE FROIDEVAUX;RUE BOULARD;Moto50-125;A;VL;B;;;Cond;BL;A;Cond;Indem;B;;;;;;
2012-04-29;06:50;75;114;36, AVENUE DU GENERAL LE;1_75114_4863;;AVENUE DU GENERAL LECLERC;RUE MOUTON DUVERNET;Scoo<=50;A;;;;;Cond;BL;A;Pass;BL;A;;;;;;
2013-06-20;08:50;75;114;213, BOULEVARD RASPAIL;1_75114_4890;;BOULEVARD RASPAIL;RUE LEOPOLD ROBERT;Scoo50-125;A;;;;;Piéto;BL;A;Cond;Indem;A;;;;;;
2013-10-28;09:40;75;114;215, BOULEVARD RASPAIL;1_75114_4890;;BOULEVARD RASPAIL;RUE LEOPOLD ROBERT;Scoo>125;A;;;;;Cond;BL;A;;;;;;;;;
2013-05-17;00:15;75;114;61, RUE D ALESIA;1_75114_4905;;RUE D ALESIA;RUE COUCHE;Scoo50-125;A;Bicy;Z;;;Cond;BL;A;;;;;;;;;
2013-08-01;13:45;75;114;32, RUE REMY DUMONCEL;1_75114_4972;;RUE REMY DUMONCEL;RUE HALLE;VL;A;Moto>125;B;;;Cond;Indem;A;Cond;Indem;B;Pass;BL;B;;;
2013-07-04;20:45;75;114;2, RUE FROIDEVAUX;1_75114_4990;;RUE FROIDEVAUX;PLACE DENFERT ROCHEREAU;VL;A;Moto>125;B;;;Cond;Indem;A;Cond;BL;B;;;;;;
2012-09-22;12:45;75;114;5, AVENUE DU GENERAL LEC;1_75114_5005;;AVENUE DU GENERAL LECLERC;RUE DAGUERRE;Bicy;A;Cyclo;B;;;Cond;BH;A;Cond;BL;B;;;;;;
2012-05-28;23:10;75;114;32, PLACE DENFERT ROCHER;1_75114_5044;;PLACE DENFERT ROCHEREAU;AVENUE DU GENERAL LECLERC;VL;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;
2012-08-06;00:20;75;114;AVENUE DU GENERAL LECLER;1_75114_5044;;AVENUE DU GENERAL LECLERC;PLACE DENFERT ROCHEREAU;Moto50-125;A;VL;B;;;Cond;Indem;A;Pass;BL;A;Cond;Indem;B;;;
2012-10-06;23:30;75;114;2, AVENUE DU GENERAL LEC;1_75114_5044;;AVENUE DU GENERAL LECLERC;PLACE DENFERT ROCHEREAU;VL;A;Moto>125;B;;;Cond;Indem;A;Cond;BL;B;Pass;BL;B;;;
2012-06-26;09:25;75;114;PLACE DENFERT ROCHEREAU;1_75114_5090;;PLACE DENFERT ROCHEREAU;BOULEVARD RASPAIL;Scoo>125;A;;;;;Cond;BL;A;;;;;;;;;
2012-03-15;16:25;75;112;ESPLANADE SAINT LOUIS;1_75112_12308;;ESPLANADE SAINT LOUIS;ROUTE DE LA PYRAMIDE;VL;A;Moto>125;B;;;Cond;BL;B;Cond;Indem;A;;;;;;
2013-05-24;08:10;75;112;ROUTE DE LA PYRAMIDE;1_75112_12308;;ESPLANADE SAINT LOUIS;ROUTE DE LA PYRAMIDE;VU;A;VL;B;;;Cond;BL;B;Cond;Indem;A;;;;;;
2012-02-23;16:25;75;112;11, AVENUE DE NOGENT;1_75112_12326;;AVENUE DE NOGENT;ROUTE DES PELOUSES MARIGNY;Bus;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;
2013-12-05;16:00;75;112;1, ROUTE DE BOURDON;1_75112_12335;;ROUTE DE BOURDON;ALLEE DE LA DEMI LUNE;Bicy;A;Bicy;B;;;Cond;Indem;A;Cond;BL;B;;;;;;
2013-09-21;14:00;75;112;AVENUE DE NOGENT;1_75112_12336;;AVENUE DE NOGENT;ROUTE DU DONJON;VL;A;Scoo<=50;B;;;Cond;Indem;A;Cond;BL;B;Pass;BL;B;;;
2012-02-25;23:25;75;112;CARREFOUR DE PYRAMIDE;1_75112_12352;;CARREFOUR DE PYRAMIDE;ROUTE DU CHAMP DE MANOEUVRES;VL;A;Scoo<=50;B;;;Cond;Indem;A;Cond;BL;B;Pass;BL;B;;;
