date;heure;dept;com;adresse;carr;segm;lieu_1_nomv;lieu_2_nomv;vehicule_1_cadmin;vehicule_1_lveh;vehicle_2_cadmin;vehicule_2_lveh;vehicule_3_cadmin;vehicule_3_lveh;usager_1_catu;usager_1_grav;usager_1_lveh;usager_2_catu;usager_2_grav;usager_2_lveh;usager_3_catu;usager_3_grav;usager_3_lveh;usager_4_catu;usager_4_grav;usager_4_lveh
2012-03-14;14:45;75;119;2, QUAI DE LA MARNE;1_75119_9788;;QUAI DE LA MARNE;RUE DE CRIMEE;VU;A;Bicy;B;;;Cond;Indem;A;Cond;BL;B;;;;;;
2012-10-22;19:40;75;119;54, AVENUE SIMON BOLIVAR;1_75119_9794;;AVENUE SIMON BOLIVAR;RUE MANIN;VL;A;;;;;Cond;BL;A;;;;;;;;;
2013-02-05;08:20;75;119;AVENUE SIMON BOLIVAR;1_75119_9794;;AVENUE SIMON BOLIVAR;RUE MANIN;VL;A;Bicy;B;;;Cond;Indem;A;Cond;BL;B;;;;;;
2013-05-06;13:30;75;119;52, AVENUE SIMON BOLIVAR;1_75119_9794;;AVENUE SIMON BOLIVAR;RUE MANIN;VL;A;;;;;Piéto;BL;A;Cond;Indem;A;;;;;;
2012-07-27;16:45;75;119;11, RUE ARMAND CARREL;1_75119_9851;;RUE ARMAND CARREL;RUE CAVENDISH;Scoo50-125;A;;;;;Cond;BH;A;;;;;;;;;
2013-04-22;15:50;75;119;65, RUE MANIN;1_75119_9901;;RUE MANIN;RUE CAVENDISH;Scoo50-125;A;;;;;Cond;BL;A;;;;;;;;;
2013-12-12;11:50;75;119;RUE BOTZARIS;1_75119_9917;;RUE BOTZARIS;RUE FESSART;VU;A;Moto>125;B;;;Cond;Indem;A;Cond;BL;B;;;;;;
2013-02-09;20:00;75;119;14, RUE DE THIONVILLE;1_75119_9953;;RUE DE THIONVILLE;PASSAGE DE THIONVILLE;Bicy;A;Cyclo;B;;;Cond;BL;A;Cond;Indem;B;;;;;;
2013-03-09;13:10;75;119;14, PASSAGE DU SUD;1_75119_9996;;PASSAGE DU SUD;PASSAGE BINDER;PL>7,5;A;PL>7,5;B;;;Cond;Indem;A;Cond;Indem;B;Piéto;BL;A;;;
2013-10-20;19:05;75;119;53, RUE DE BELLEVILLE;;;RUE DE BELLEVILLE;;Moto50-125;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;
2013-02-05;13:35;75;119;20, AVENUE SIMON BOLIVAR;;;AVENUE SIMON BOLIVAR;;VU;A;Moto>125;B;;;Cond;BL;B;Cond;Indem;A;;;;;;
2013-10-28;09:50;75;119;AVENUE SIMON BOLIVAR;;;AVENUE SIMON BOLIVAR;;Scoo50-125;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;
2012-09-12;14:30;75;119;10, BOULEVARD DE LA VILL;;;BOULEVARD DE LA VILLETTE;;Cyclo;A;VL;B;;;Cond;BL;A;Cond;Indem;B;;;;;;
2013-12-16;18:40;75;119;70, RUE D AUBERVILLIERS;;;RUE D AUBERVILLIERS;;VL;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;
2012-12-13;22:40;75;119;03, PLACE DE LA BATAILLE;;;PLACE DE LA BATAILLE DE STALINGRAD;;Scoo50-125;A;VL;Z;;;Cond;BL;A;;;;;;;;;
2013-07-31;10:00;75;119;71, QUAI DE LA SEINE;;;QUAI DE LA SEINE;;VL;A;Bicy;B;;;Cond;Indem;A;Cond;BH;B;;;;;;
2012-08-11;18:25;75;119;30, AVENUE DE FLANDRE;;;AVENUE DE FLANDRE;;Scoo50-125;A;;;;;Cond;BL;A;;;;;;;;;
2012-04-22;18:40;75;119;8, RUE MEYNADIER;;;RUE MEYNADIER;;Q<=50;A;Cyclo;B;VL;C;Cond;Indem;A;Cond;Indem;B;Pass;BL;B;Cond;Indem;C
2013-12-04;15:15;75;119;16, AVENUE DE FLANDRE;;;AVENUE DE FLANDRE;;Scoo<=50;A;;;;;Piéto;BL;A;Cond;Indem;A;;;;;;
2013-04-11;19:30;75;119;18, AVENUE DE FLANDRE;;;AVENUE DE FLANDRE;;VL;A;Moto50-125;B;;;Cond;Indem;A;Cond;BL;B;;;;;;
2012-03-11;15:30;75;119;10, RUE GASTON REBUFFAT;;;RUE GASTON REBUFFAT;;Scoo<=50;Z;;;;;Piéto;BL;Z;;;;;;;;;
2012-09-16;15:20;75;119;176, BOULEVARD DE LA VIL;;;BOULEVARD DE LA VILLETTE;;Cyclo;A;;;;;Cond;BH;A;;;;;;;;;
2013-04-17;22:10;75;119;40, QUAI DE LA LOIRE;;;QUAI DE LA LOIRE;;Cyclo;Z;;;;;Piéto;BL;Z;;;;;;;;;
2012-09-19;02:44;75;119;AVENUE DE FLANDRE;;;AVENUE DE FLANDRE;;Cyclo;A;;;;;Cond;BL;A;;;;;;;;;
2013-07-19;11:30;75;119;16, AVENUE CORENTIN CARI;;;AVENUE CORENTIN CARIOU;;Scoo>125;A;VL;B;;;Cond;BL;A;Cond;Indem;B;;;;;;
2013-02-12;14:15;75;119;16, AVENUE CORENTIN CARI;;;AVENUE CORENTIN CARIOU;;VL;A;Moto>125;B;VL;C;Cond;Indem;A;Cond;BL;B;Pass;BL;B;Cond;Indem;C
2013-10-18;15:50;75;119;5, AVENUE CORENTIN CARIO;;;AVENUE CORENTIN CARIOU;;Scoo<=50;A;VL;B;;;Cond;BL;A;Cond;Indem;B;;;;;;
2012-11-09;16:50;75;111;238, BOULEVARD VOLTAIRE;1_75111_10689;;BOULEVARD VOLTAIRE;PASSAGE GUENOT;VL;A;VL;B;VL;C;Cond;Indem;C;Cond;Indem;A;Cond;BL;B;;;
2012-07-12;18:10;75;111;242, BOULEVARD VOLTAIRE;1_75111_10689;;BOULEVARD VOLTAIRE;PASSAGE GUENOT;Scoo50-125;A;VL;B;;;Cond;BL;A;Cond;Indem;B;;;;;;
2013-09-22;02:10;75;111;303, RUE DU FAUBOURG SAI;1_75111_10790;;RUE DU FAUBOURG SAINT ANTOINE;RUE CHEVREUL;Scoo<=50;A;VL;Z;;;Cond;BL;A;;;;;;;;;
2013-04-15;15:53;75;111;247, BOULEVARD VOLTAIRE;1_75111_10808;;BOULEVARD VOLTAIRE;RUE GUENOT;VL;A;Scoo<=50;B;;;Cond;Indem;A;Cond;BL;B;;;;;;
2012-01-17;20:00;75;111;264, BOULEVARD VOLTAIRE;1_75111_10847;;BOULEVARD VOLTAIRE;RUE DE MONTREUIL;VU;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;
2013-07-15;16:35;75;111;264, BOULEVARD VOLTAIRE;1_75111_10847;;BOULEVARD VOLTAIRE;RUE DE MONTREUIL;Scoo<=50;A;;;;;Cond;BL;A;;;;;;;;;
2012-02-22;13:35;75;111;62, AVENUE PHILIPPE AUGU;1_75111_10854;;AVENUE PHILIPPE AUGUSTE;RUE ALEXANDRE DUMAS;Cyclo;A;;;;;Cond;BL;A;;;;;;;;;
2012-07-21;18:55;75;111;64, AVENUE PHILIPPE AUGU;1_75111_10854;;AVENUE PHILIPPE AUGUSTE;RUE ALEXANDRE DUMAS;VL;A;Scoo50-125;B;;;Cond;Indem;A;Cond;BH;B;;;;;;
2012-12-21;08:05;75;111;309, RUE DU FAUBOURG SAI;1_75111_10878;;RUE DU FAUBOURG SAINT ANTOINE;RUE DES IMMEUBLES INDUSTRIELS;VU;A;;;;;Cond;Indem;A;Piéto;BH;A;;;;;;
2012-09-17;15:50;75;111;1, PLACE DE LA NATION;1_75111_10968;;PLACE DE LA NATION;RUE DU FAUBOURG SAINT ANTOINE;Bicy;A;VU;B;;;Cond;BL;A;Cond;Indem;B;;;;;;
2013-10-29;14:45;75;111;1, PLACE DE LA NATION;1_75111_11021;;PLACE DE LA NATION;RUE DU FAUBOURG SAINT ANTOINE;VL;A;VL;Z;;;Cond;Indem;A;Pass;BL;A;;;;;;
2012-03-14;13:05;75;104;27, RUE DES FRANCS BOURG;1_75104_8247;;RUE DES FRANCS BOURGEOIS;RUE PAVEE;VL;A;Scoo50-125;B;;;Cond;Indem;A;Cond;BL;B;;;;;;
2012-01-23;14:55;75;104;BOULEVARD HENRI IV;1_75104_8328;;BOULEVARD HENRI IV;QUAI DES CELESTINS;Moto>125;A;VL;B;;;Cond;BL;A;Cond;Indem;B;;;;;;
2013-04-03;16:40;75;104;86, RUE SAINT ANTOINE;1_75104_8334;;RUE SAINT ANTOINE;RUE DE TURENNE;Cyclo;A;Bicy;B;;;Cond;Indem;A;Cond;BL;B;;;;;;
2013-04-06;15:00;75;104;03, RUE DE TURENNE;1_75104_8388;;RUE DE TURENNE;RUE D ORMESSON;Scoo<=50;A;Bicy;B;;;Cond;BL;B;Cond;BL;A;;;;;;
2012-06-10;16:55;75;104;60, RUE SAINT ANTOINE;1_75104_8438;;RUE SAINT ANTOINE;RUE DE L HOTEL SAINT PAUL;Scoo<=50;A;;;;;Cond;BL;A;;;;;;;;;
2012-05-11;23:35;75;104;1TER, RUE MORNAY;1_75104_8579;;RUE MORNAY;RUE CRILLON;VL;A;VL;B;;;Cond;BL;B;Cond;Indem;A;Pass;BL;A;;;
2012-06-07;19:00;75;104;29, BOULEVARD HENRI IV;1_75104_8580;;BOULEVARD HENRI IV;RUE DE LA CERISAIE;Moto>125;A;VL;B;;;Cond;BL;A;Cond;Indem;B;;;;;;
2012-09-19;08:15;75;104;21, RUE SAINT ANTOINE;1_75104_8581;;RUE SAINT ANTOINE;RUE DU PETIT MUSC;Scoo50-125;A;VL;B;;;Cond;BL;A;Cond;Indem;B;;;;;;
2013-10-15;18:45;75;104;25, PLACE DES VOSGES;1_75104_8594;;PLACE DES VOSGES;RUE DE BEARN;VL;A;Bicy;B;;;Cond;Indem;A;Cond;BL;B;;;;;;
2012-03-10;11:10;75;104;RUE SAINT ANTOINE;1_75104_8641;;RUE SAINT ANTOINE;RUE CASTEX;VL;A;Scoo<=50;B;;;Cond;Indem;A;Cond;BL;B;;;;;;
2012-05-03;16:53;75;104;PLACE DES VOSGES;1_75104_8646;;PLACE DES VOSGES;RUE DU PAS DE LA MULE;VL;Z;;;;;Piéto;BL;Z;;;;;;;;;
2012-10-21;14:10;75;104;15, RUE DU PAS DE LA MUL;1_75104_8646;;RUE DU PAS DE LA MULE;PLACE DES VOSGES;VL;A;;;;;Piéto;BL;A;;;;;;;;;
2012-02-08;14:55;75;104;41, BOULEVARD HENRI IV;1_75104_8657;;BOULEVARD HENRI IV;RUE DE LESDIGUIERES;VL;A;;;;;Cond;Indem;A;Pass;BL;A;;;;;;
2012-09-30;12:50;75;104;5, RUE SAINT ANTOINE;1_75104_8689;;RUE SAINT ANTOINE;RUE DE LESDIGUIERES;Bicy;A;Moto>125;B;;;Cond;BL;A;Cond;Indem;B;;;;;;
2012-07-14;03:05;75;104;27, BOULEVARD BOURDON;1_75104_8696;;BOULEVARD BOURDON;RUE BASSOMPIERRE;Cyclo;A;;;;;Cond;BL;A;;;;;;;;;
2012-06-22;01:30;75;104;BOULEVARD HENRI IV;1_75104_8786;;BOULEVARD HENRI IV;PLACE DE LA BASTILLE;Cyclo;A;;;;;Piéto;BL;A;;;;;;;;;
2012-11-29;21:00;75;104;1, PLACE DE LA BASTILLE;1_75104_8786;;PLACE DE LA BASTILLE;BOULEVARD HENRI IV;Scoo>125;B;VL;Z;;;Cond;BL;B;;;;;;;;;
2013-05-14;01:15;75;104;PLACE DE LA BASTILLE;1_75104_8786;;PLACE DE LA BASTILLE;BOULEVARD HENRI IV;VL;A;Scoo<=50;B;;;Cond;Indem;A;Cond;BL;B;;;;;;
2012-06-21;20:10;75;104;3 BIS, PLACE DE LA BASTI;1_75104_8794;;PLACE DE LA BASTILLE;RUE SAINT ANTOINE;VL;A;Moto50-125;B;;;Cond;Indem;A;Cond;BL;B;;;;;;
2012-07-31;15:10;75;104;3, PLACE DE LA BASTILLE;1_75104_8794;;PLACE DE LA BASTILLE;RUE SAINT ANTOINE;Bicy;A;VU;B;;;Cond;BL;A;Cond;Indem;B;;;;;;
2012-06-06;10:55;75;104;12, BOULEVARD BEAUMARCHA;1_75104_8810;;BOULEVARD BEAUMARCHAIS;RUE JEAN BEAUSIRE;VU;A;;;;;Piéto;BL;A;Cond;Indem;A;;;;;;
2013-02-15;09:10;75;104;PLACE DE LA BASTILLE;1_75104_8829;;PLACE DE LA BASTILLE;RUE DE LA BASTILLE;Scoo50-125;A;;;;;Cond;BL;A;;;;;;;;;
2012-02-12;15:20;75;104;4, QUAI DES CELESTINS;;;QUAI DES CELESTINS;;Moto>125;A;;;;;Cond;BH;A;;;;;;;;;
2013-12-03;15:30;75;104;4, QUAI DES CELESTINS;;;QUAI DES CELESTINS;;VL;A;;;;;Piéto;BL;A;Cond;Indem;A;;;;;;
2013-07-28;09:35;75;104;14, BOULEVARD HENRI IV;;;BOULEVARD HENRI IV;;VL;A;Bicy;B;;;Cond;Indem;A;Cond;BH;B;;;;;;
2012-01-04;02:10;75;104;42, QUAI HENRI IV;;;QUAI HENRI IV;;VL;A;Scoo50-125;B;;;Cond;Indem;A;Cond;BL;B;Pass;BL;B;;;
2013-02-06;08:45;75;104;02, VOIE GEORGES POMPIDO;;;VOIE GEORGES POMPIDOU;;Scoo>125;A;;;;;Cond;BL;A;;;;;;;;;
2012-11-21;08:55;75;104;9, BOULEVARD DU PALAIS;;;BOULEVARD DU PALAIS;;VL;A;Bicy;B;;;Cond;Indem;A;Cond;BL;B;;;;;;
2013-08-07;21:10;75;104;PONT NOTRE DAME;;;PONT NOTRE DAME;;VL;A;Bicy;B;;;Cond;BL;B;Cond;Indem;A;;;;;;
2013-08-25;02:10;75;104;QUAI DE L HOTEL DE VILLE;;;QUAI DE L HOTEL DE VILLE;;Scoo50-125;A;;;;;Cond;Indem;A;Pass;BL;A;;;;;;
2012-08-10;17:10;75;104;6, RUE BEAUBOURG;;;RUE BEAUBOURG;;Scoo<=50;A;;;;;Cond;BL;A;;;;;;;;;
2013-05-22;09:25;75;104;QUAI DE L HOTEL DE VILLE;;;QUAI DE L HOTEL DE VILLE;;Scoo50-125;A;VL;B;;;Cond;BL;A;Cond;Indem;B;;;;;;
2012-06-24;14:45;75;104;04, RUE DU RENARD;;;RUE DU RENARD;;Scoo50-125;A;VL;B;;;Cond;Indem;B;Cond;BL;A;;;;;;
2013-09-13;17:15;75;104;16, QUAI DE GESVRES;;;QUAI DE GESVRES;;VL;A;Bicy;B;;;Cond;Indem;A;Cond;BL;B;;;;;;
2013-04-27;22:10;75;104;VOIE GEORGES POMPIDOU;;;VOIE GEORGES POMPIDOU;;Moto50-125;A;;;;;Cond;Indem;A;Pass;BL;A;;;;;;
2012-04-21;12:25;75;104;23, BOULEVARD BOURDON;;;BOULEVARD BOURDON;;Moto>125;A;VL;B;;;Cond;BL;A;Cond;Indem;B;;;;;;
2012-10-13;17:30;75;104;21, BOULEVARD BOURDON;;;BOULEVARD BOURDON;;Cyclo;A;Cyclo;B;Scoo50-125;C;Cond;BL;A;Cond;Indem;B;Cond;Indem;C;;;
2012-03-09;16:55;75;105;AVENUE DE L OBSERVATOIRE;1_75105_5505;;AVENUE DE L OBSERVATOIRE;BOULEVARD DE PORT ROYAL;Moto>125;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;
2013-06-03;19:20;75;105;137, BOULEVARD SAINT MIC;1_75105_5623;;BOULEVARD SAINT MICHEL;RUE DU VAL DE GRACE;Moto>125;A;Bus;B;;;Piéto;BL;A;Cond;BL;A;Cond;Indem;B;;;
2013-07-18;14:30;75;105;107, BOULEVARD SAINT MIC;1_75105_5756;;BOULEVARD SAINT MICHEL;PLACE LOUIS MARIN;VL;A;Moto>125;B;;;Cond;BL;B;Cond;Indem;A;;;;;;
2012-07-24;12:00;75;105;86, BOULEVARD DE PORT RO;1_75105_5824;;BOULEVARD DE PORT ROYAL;RUE SAINT JACQUES;Scoo50-125;A;Scoo>125;B;;;Cond;Indem;B;Cond;BL;A;;;;;;
2013-03-12;08:30;75;105;69, BOULEVARD SAINT MICH;1_75105_5918;;BOULEVARD SAINT MICHEL;RUE GAY LUSSAC;Moto50-125;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;
2013-02-18;08:40;75;105;23, RUE SOUFFLOT;1_75105_5946;;RUE SOUFFLOT;BOULEVARD SAINT MICHEL;PL<=7,5;A;Bicy;B;;;Cond;BL;B;Cond;Indem;A;;;;;;
2013-07-21;16:45;75;105;BOULEVARD SAINT MICHEL;1_75105_5946;;BOULEVARD SAINT MICHEL;RUE SOUFFLOT;Scoo50-125;A;VL;B;;;Cond;BL;A;Cond;Indem;B;;;;;;
2012-09-10;07:55;75;105;8, RUE GAY LUSSAC;1_75105_5982;;RUE GAY LUSSAC;RUE ROYER COLLARD;Scoo50-125;A;;;;;Cond;BL;A;;;;;;;;;
2013-09-19;20:35;75;105;15, RUE DES FEUILLANTINE;1_75105_5997;;RUE DES FEUILLANTINES;RUE SAINT JACQUES;VL;A;Bicy;B;;;Cond;Indem;A;Cond;BL;B;;;;;;
2012-10-15;11:00;75;105;53, BOULEVARD SAINT MICH;1_75105_6019;;BOULEVARD SAINT MICHEL;RUE CUJAS;Bus;A;Bicy;B;;;Cond;Indem;A;Cond;BL;B;;;;;;
2012-09-20;07:30;75;105;38, RUE GAY LUSSAC;1_75105_6088;;RUE GAY LUSSAC;RUE SAINT JACQUES;VL;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;
2012-07-05;21:12;75;105;161, RUE SAINT JACQUES;1_75105_6207;;RUE SAINT JACQUES;RUE MALEBRANCHE;VL;A;Scoo<=50;B;;;Cond;Indem;A;Cond;BL;B;;;;;;
2013-10-01;09:23;75;105;22, BOULEVARD SAINT MICH;1_75105_6223;;BOULEVARD SAINT MICHEL;BOULEVARD SAINT GERMAIN;Bicy;A;;;;;Cond;BL;A;;;;;;;;;
2012-11-10;20:45;75;105;151, RUE SAINT JACQUES;1_75105_6247;;RUE SAINT JACQUES;RUE SOUFFLOT;VL;A;Moto>125;B;;;Cond;Indem;A;Cond;BL;B;;;;;;
2013-06-23;19:54;75;105;RUE DES ECOLES;1_75105_6409;;RUE DES ECOLES;RUE SAINT JACQUES;VL;A;;;;;Cond;Indem;A;Piéto;BH;A;;;;;;
2012-05-04;12:45;75;105;24, RUE DES FOSSES SAINT;1_75105_6416;;RUE DES FOSSES SAINT JACQUES;RUE LHOMOND;Scoo50-125;A;;;;;Cond;BL;A;;;;;;;;;
2012-05-22;08:00;75;105;36, RUE SAINT JACQUES;1_75105_6463;;RUE SAINT JACQUES;RUE DU SOMMERARD;Scoo<=50;A;VL;B;;;Cond;Indem;B;Cond;BL;A;;;;;;
2012-10-27;21:55;75;105;RUE SAINT JACQUES;1_75105_6463;;RUE SAINT JACQUES;RUE DU SOMMERARD;Scoo50-125;A;;;;;Cond;BH;A;;;;;;;;;
2012-09-21;21:47;75;105;33, BOULEVARD SAINT GERM;1_75105_6495;;BOULEVARD SAINT GERMAIN;RUE SAINT JACQUES;Scoo50-125;A;;;;;Cond;BL;A;;;;;;;;;
2012-05-26;17:52;75;105;6, RUE DES IRLANDAIS;1_75105_6528;;RUE DES IRLANDAIS;RUE LHOMOND;VL;A;Scoo50-125;B;;;Cond;Indem;A;Cond;Indem;B;Pass;BL;B;;;
2013-11-30;17:30;75;105;63, BOULEVARD SAINT GERM;1_75105_6623;;BOULEVARD SAINT GERMAIN;RUE THENARD;Bus;A;Bicy;B;;;Cond;BL;B;Cond;Indem;A;Pass;BL;A;;;
2012-05-05;19:40;75;105;21, RUE DES ECOLES;1_75105_6977;;RUE DES ECOLES;RUE DES BERNARDINS;VL;A;Scoo50-125;B;;;Cond;Indem;A;Cond;BL;B;;;;;;
2013-04-30;17:45;75;105;46, BOULEVARD SAINT GERM;1_75105_7094;;BOULEVARD SAINT GERMAIN;RUE DES BERNARDINS;Cyclo;A;;;;;Cond;BL;A;;;;;;;;;
2012-03-05;20:30;75;105;63, QUAI DE LA TOURNELLE;1_75105_7213;;QUAI DE LA TOURNELLE;PONT DE L ARCHEVECHE;VL;A;Cyclo;B;;;Cond;Indem;A;Cond;BL;B;;;;;;
2013-09-23;13:25;75;105;113, RUE MONGE;1_75105_7217;;RUE MONGE;RUE CENSIER;Scoo<=50;A;VL;B;;;Cond;BL;A;Cond;Indem;B;;;;;;
2012-03-08;22:45;75;105;RUE MONGE;1_75105_7257;;RUE MONGE;RUE DU CARDINAL LEMOINE;Scoo<=50;A;Moto50-125;B;;;Cond;Indem;A;Cond;BL;B;;;;;;
2013-07-13;17:25;75;105;101, RUE MONGE;1_75105_7287;;RUE MONGE;RUE DE MIRBEL;Scoo50-125;A;;;;;Cond;BL;A;Pass;BL;A;;;;;;
2013-07-05;15:51;75;105;93, RUE MONGE;1_75105_7291;;RUE MONGE;RUE DE L EPEE DE BOIS;Moto>125;A;;;;;Piéto;BL;A;Cond;BL;A;;;;;;
2012-10-20;17:20;75;105;77, RUE MONGE;1_75105_7316;;RUE MONGE;PLACE MONGE;VL;A;;;;;Piéto;BL;A;Cond;Indem;A;;;;;;
2012-12-14;19:15;75;105;74, RUE MONGE;1_75105_7316;;RUE MONGE;RUE DOLOMIEU;VL;A;;;;;Piéto;BL;A;Cond;Indem;A;;;;;;
2013-10-01;16:05;75;105;26, BOULEVARD SAINT GERM;1_75105_7407;;BOULEVARD SAINT GERMAIN;RUE DE POISSY;Moto>125;A;VL;B;;;Cond;BL;A;Cond;Indem;B;;;;;;
2013-04-13;17:25;75;105;21, BOULEVARD SAINT GERM;1_75105_7407;;BOULEVARD SAINT GERMAIN;RUE DE POISSY;VL;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;
2013-11-14;13:30;75;105;46, RUE DES FOSSES SAINT;1_75105_7427;;RUE DES FOSSES SAINT BERNARD;RUE JUSSIEU;VL;A;;;;;Piéto;BL;A;Cond;Indem;A;;;;;;
2012-10-02;14:00;75;105;31, QUAI DE LA TOURNELLE;1_75105_7481;;QUAI DE LA TOURNELLE;RUE DE POISSY;VL;A;Scoo>125;B;;;Cond;BL;B;Cond;Indem;A;;;;;;
2012-03-04;21:30;75;105;68, BOULEVARD SAINT MARC;1_75105_7562;;BOULEVARD SAINT MARCEL;RUE SCIPION;Scoo>125;A;Bicy;B;;;Cond;BL;B;Cond;BL;A;;;;;;
2012-12-04;01:35;75;105;14, BOULEVARD SAINT GERM;1_75105_7569;;BOULEVARD SAINT GERMAIN;RUE DU CARDINAL LEMOINE;Scoo50-125;A;Scoo50-125;B;;;Cond;Indem;A;Cond;BL;B;Pass;BL;B;;;
2012-08-23;03:15;75;105;RUE DU CARDINAL LEMOINE;1_75105_7569;;RUE DU CARDINAL LEMOINE;BOULEVARD SAINT GERMAIN;Scoo<=50;A;VL;Z;;;Cond;BL;A;;;;;;;;;
2013-09-26;18:25;75;105;36, RUE GEOFFROY SAINT H;1_75105_7707;;RUE GEOFFROY SAINT HILAIRE;RUE DAUBENTON;VL;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;
2012-05-26;00:50;75;105;58, BOULEVARD SAINT MARC;1_75105_7709;;BOULEVARD SAINT MARCEL;RUE DES FOSSES SAINT MARCEL;Bicy;A;VL;B;;;Cond;BL;A;Cond;Indem;B;;;;;;
2012-09-17;21:50;75;105;1, RUE DES FOSSES SAINT;1_75105_7744;;RUE DES FOSSES SAINT BERNARD;BOULEVARD SAINT GERMAIN;Bicy;A;VL;Z;;;Cond;BL;A;;;;;;;;;
2013-10-25;14:25;75;105;09, QUAI SAINT BERNARD;1_75105_7818;;QUAI SAINT BERNARD;PONT DE SULLY;Moto>125;A;;;;;Cond;BL;A;;;;;;;;;
2012-03-20;09:35;75;105;BOULEVARD SAINT MARCEL;1_75105_7898;;BOULEVARD SAINT MARCEL;RUE JULES BRETON;Scoo50-125;A;;;;;Piéto;BL;A;Cond;Indem;A;;;;;;
2012-09-27;08:50;75;105;34 BIS, BOULEVARD SAINT;1_75105_7968;;BOULEVARD SAINT MARCEL;RUE DE L ESSAI;Moto50-125;A;;;;;Cond;BL;A;Piéto;BL;A;;;;;;
2012-07-27;13:45;75;105;3, QUAI SAINT BERNARD;1_75105_8175;;QUAI SAINT BERNARD;RUE CUVIER;VL;A;Moto>125;B;;;Cond;Indem;A;Cond;BL;B;;;;;;
2012-10-16;11:15;75;105;5 BIS, BOULEVARD DE L HO;1_75105_8426;;BOULEVARD DE L HOPITAL;PASSAGE MAUREL;VL;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;
2013-06-21;02:20;75;105;12, BOULEVARD DE L HOPIT;1_75105_8426;;BOULEVARD DE L HOPITAL;PASSAGE MAUREL;VL;A;;;;;Cond;BL;A;Pass;BL;A;;;;;;
2013-05-30;18:15;75;105;7, PLACE VALHUBERT;1_75105_8458;;PLACE VALHUBERT;QUAI SAINT BERNARD;Bus;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;
2013-03-29;19:30;75;105;2, BOULEVARD DE L HOPITA;1_75105_8473;;BOULEVARD DE L HOPITAL;RUE BUFFON;VL;A;Cyclo;B;;;Cond;BL;B;Cond;Indem;A;;;;;;
2012-06-01;07:30;75;105;13, PLACE VALHUBERT;1_75105_8533;;PLACE VALHUBERT;QUAI SAINT BERNARD;VL;A;Bicy;B;;;Cond;Indem;A;Cond;BL;B;;;;;;
2012-06-26;16:30;75;105;74, BOULEVARD DE PORT RO;;;BOULEVARD DE PORT ROYAL;;VL;A;Cyclo;B;;;Cond;Indem;A;Cond;BL;B;;;;;;
2013-09-30;11:15;75;105;BOULEVARD DE PORT ROYAL;;;BOULEVARD DE PORT ROYAL;;Scoo50-125;A;;;;;Piéto;BH;A;Cond;Indem;A;;;;;;
2013-02-23;13:50;75;105;63, RUE CLAUDE BERNARD;;;RUE CLAUDE BERNARD;;Scoo>125;A;VL;B;;;Cond;Indem;B;Cond;Indem;A;Pass;BL;A;;;
2013-06-06;07:50;75;117;150, AVENUE DE CLICHY;;;AVENUE DE CLICHY;;VU;A;Bicy;B;;;Cond;Indem;A;Cond;BL;B;;;;;;
2013-11-15;18:00;75;117;07, AVENUE DE CLICHY;;;AVENUE DE CLICHY;;Cyclo;A;;;;;Piéto;BL;A;Cond;Indem;A;;;;;;
2012-06-01;18:40;75;117;190, AVENUE DE CLICHY;;;AVENUE DE CLICHY;;VL;A;Moto>125;B;;;Cond;Indem;A;Cond;BH;B;;;;;;
2012-08-13;22:55;75;117;181 BIS, AVENUE DE CLICH;;;AVENUE DE CLICHY;;VL;A;Moto>125;B;;;Cond;Indem;A;Cond;Indem;B;Pass;BL;B;;;
2013-01-31;10:00;75;117;160/162, RUE CARDINET;;;RUE CARDINET;;Scoo>125;A;;;;;Cond;BL;A;;;;;;;;;
2013-09-19;17:00;75;117;32, BOULEVARD BERTHIER;;;BOULEVARD BERTHIER;;VU;A;Scoo50-125;B;;;Cond;BL;B;Cond;Indem;A;;;;;;
2012-04-01;20:00;75;117;93, RUE DE ROME;1_75117_3904;;RUE DE ROME;RUE DES DAMES;Moto>125;A;VL;B;VL;C;Cond;BH;A;Cond;Indem;C;Cond;Indem;B;;;
2012-10-27;17:10;75;117;91, RUE DE ROME;1_75117_3904;;RUE DE ROME;RUE DES DAMES;Scoo<=50;A;;;;;Cond;BL;A;Piéto;Indem;A;;;;;;
2013-05-23;17:00;75;117;91, RUE DE ROME;1_75117_3904;;RUE DE ROME;RUE DES DAMES;VU;A;Scoo50-125;B;;;Cond;Indem;A;Cond;BL;B;;;;;;
2013-11-29;16:55;75;117;26, RUE BROCHANT;1_75117_3906;;RUE BROCHANT;RUE FOURNEYRON;VL;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;
